name,industry,subindustry,identified,line,model,written_at
Harris Dickinson,Film and TV,Actors,true,"Harris Dickinson is an actor and filmmaker known for roles in Beach Rats, Triangle of Sadness, and The Iron Claw. He works in independent and studio films, receiving a BAFTA Rising Star Award nomination.",gemini-3.8-flash,2026-09-10T00:38:00.831Z
Josh O'Connor,Film and TV,Actors,true,"Josh O'Connor is an actor known for portraying Prince Charles in the series The Crown and starring in God's Own Country and Challengers. He works in film and television, winning a Primetime Emmy Award and a Golden Globe Award.",gemini-3.8-flash,2026-09-10T00:38:00.831Z
Miles Caton,Film and TV,Actors,true,Miles Caton is an American actor and musician known for portraying Sammie Moore in Ryan Coogler's film Sinners. He works in feature films and received the Critics' Choice Movie Award for Best Young Performer.,gemini-3.8-flash,2026-09-10T00:38:18.433Z
Patrick Schwarzenegger,Film and TV,Actors,true,"Patrick Schwarzenegger is an American actor who works in television and feature films. He is known for his roles in the drama series The Staircase, the superhero series Gen V, and the film Midnight Sun.",gemini-3.8-flash,2026-09-10T00:38:18.436Z
Will Poulter,Film and TV,Actors,true,"Will Poulter is an English actor working in studio films and television. He is known for roles in The Maze Runner, The Revenant, and Dopesick, and he is a recipient of the BAFTA Rising Star Award.",gemini-3.8-flash,2026-09-10T00:38:18.439Z
Dominic Sessa,Film and TV,Actors,true,"Dominic Sessa is an American actor working in film. Known for his screen debut as Angus Tully in Alexander Payne's comedy-drama The Holdovers, he received the Critics' Choice Movie Award for Best Young Performer and a BAFTA nomination.",gemini-3.8-flash,2026-09-10T00:38:18.442Z
Joseph Zada,Film and TV,Actors,true,Joseph Zada is an Australian actor working in international television and film. He is known for starring in the series We Were Liars and was cast as Haymitch Abernathy in the feature film The Hunger Games: Sunrise on the Reaping.,gemini-3.8-flash,2026-09-10T00:38:18.444Z
Selena Gomez,Film and TV,Actresses,true,Selena Gomez is an American actress and producer working in television and film. She stars in the mystery series Only Murders in the Building and received the Best Actress Award at the Cannes Film Festival for Emilia Pérez.,gemini-3.8-flash,2026-09-10T00:38:18.447Z
Scarlett Johansson,Film and TV,Actresses,true,"Scarlett Johansson is an American actress working in studio and independent films. Known for portraying Natasha Romanoff in the Marvel Cinematic Universe and starring in Marriage Story, she is a recipient of a BAFTA Award and a Tony Award.",gemini-3.8-flash,2026-09-10T00:38:18.450Z
Zendaya,Film and TV,Actresses,true,"Zendaya is an American actress working in television and film. Known for the drama series Euphoria and the films Dune and Challengers, she has received Primetime Emmy Awards and a Golden Globe Award for her performances.",gemini-3.8-flash,2026-09-10T00:38:18.452Z
Julia Roberts,Film and TV,Actresses,true,"Julia Roberts is an American actress who works in feature films. Known for starring in Pretty Woman and Erin Brockovich, she is a recipient of an Academy Award for Best Actress, a BAFTA Award, and Golden Globe Awards.",gemini-3.8-flash,2026-09-10T00:38:18.455Z
Margot Robbie,Film and TV,Actresses,true,"Margot Robbie is an Australian actress and producer working in international cinema. She is known for leading roles in The Wolf of Wall Street, I, Tonya, and Barbie, earning nominations for Academy Awards and BAFTA Awards.",gemini-3.8-flash,2026-09-10T00:38:18.457Z
Meryl Streep,Film and TV,Actresses,true,"Meryl Streep is an American actress working across film, television, and theatre. Known for roles in Sophie's Choice, The Devil Wears Prada, and The Iron Lady, she has received Academy Awards, Emmy Awards, and Golden Globe Awards.",gemini-3.8-flash,2026-09-10T00:38:18.460Z
Anne Hathaway,Film and TV,Actresses,true,"Anne Hathaway is an American actress working in studio and independent films. Known for The Devil Wears Prada and Les Misérables, she is a recipient of an Academy Award for Best Supporting Actress and a BAFTA Award.",gemini-3.8-flash,2026-09-10T00:38:18.463Z
Jennifer Lawrence,Film and TV,Actresses,true,"Jennifer Lawrence is an American actress working in feature films. Known for The Hunger Games franchise and Silver Linings Playbook, she is a recipient of an Academy Award for Best Actress and a BAFTA Award.",gemini-3.8-flash,2026-09-10T00:38:18.465Z
Sydney Sweeney,Film and TV,Actresses,true,"Sydney Sweeney is an American actress and producer working in television and film. She is known for her roles in the drama series Euphoria and The White Lotus, as well as the films Reality and Anyone But You.",gemini-3.8-flash,2026-09-10T00:38:18.467Z
Emma Stone,Film and TV,Actresses,true,"Emma Stone is an American actress working in feature films. Known for starring in La La Land, The Favourite, and Poor Things, she is a recipient of Academy Awards for Best Actress and BAFTA Awards.",gemini-3.8-flash,2026-09-10T00:38:18.468Z
Emma Watson,Film and TV,Actresses,true,"Emma Watson is an English actress working in international cinema. She is known for portraying Hermione Granger in the Harry Potter films and starring in The Perks of Being a Wallflower, Beauty and the Beast, and Little Women.",gemini-3.8-flash,2026-09-10T00:38:18.469Z
Nicole Kidman,Film and TV,Actresses,true,"Nicole Kidman is an Australian and American actress and producer working in film and television. Known for The Hours, Moulin Rouge!, and Big Little Lies, she is a recipient of an Academy Award for Best Actress and Primetime Emmy Awards.",gemini-3.8-flash,2026-09-10T00:38:18.471Z
Sandra Bullock,Film and TV,Actresses,true,"Sandra Bullock is an American actress and producer working in feature films. Known for starring in Speed, Miss Congeniality, and The Blind Side, she is a recipient of an Academy Award for Best Actress and a Golden Globe Award.",gemini-3.8-flash,2026-09-10T00:38:18.472Z
Gal Gadot,Film and TV,Actresses,true,"Gal Gadot is an Israeli actress working in international feature films. She is known for portraying Diana Prince in the DC Extended Universe, including Wonder Woman, and for her role as Gisele Yashar in the Fast & Furious film series.",gemini-3.8-flash,2026-09-10T00:38:18.474Z
Jenna Ortega,Film and TV,Actresses,true,"Jenna Ortega is an American actress working in television and film. She is known for playing Wednesday Addams in the series Wednesday and starring in the Scream film series, earning Primetime Emmy Award and Golden Globe Award nominations.",gemini-3.8-flash,2026-09-10T00:38:18.475Z
Millie Bobby Brown,Film and TV,Actresses,true,Millie Bobby Brown is a British actress known for starring as Eleven in the series Stranger Things and playing the title role in Enola Holmes. Her television work has earned her Primetime Emmy Award nominations.,gemini-3.8-flash,2026-09-10T00:38:06.867Z
Blake Lively,Film and TV,Actresses,true,"Blake Lively is an American actress known for starring as Serena van der Woodsen in the television series Gossip Girl. She works as a lead actress in studio films, including The Sisterhood of the Traveling Pants and A Simple Favor.",gemini-3.8-flash,2026-09-10T00:38:06.867Z
Demi Moore,Film and TV,Actresses,true,Demi Moore is an American film actress known for starring in films such as Ghost and A Few Good Men. She works in studio and independent cinema and has earned Golden Globe Award nominations.,gemini-3.8-flash,2026-09-10T00:38:06.868Z
Florence Pugh,Film and TV,Actresses,true,"Florence Pugh is an English actress known for her roles in Midsommar, Little Women, and Oppenheimer. She works in studio franchises and independent cinema, earning an Academy Award nomination for Best Supporting Actress.",gemini-3.8-flash,2026-09-10T00:38:06.868Z
Ana de Armas,Film and TV,Actresses,true,"Ana de Armas is a Cuban and Spanish actress known for starring in Blade Runner 2049, Knives Out, and Blonde. Her portrayal of Marilyn Monroe in Blonde earned her an Academy Award nomination for Best Actress.",gemini-3.8-flash,2026-09-10T00:38:06.869Z
Zoe Saldaña,Film and TV,Actresses,true,"Zoe Saldaña is an American actress known for starring roles in the Avatar, Guardians of the Galaxy, and Star Trek film franchises. She also shared the Best Actress award at the Cannes Film Festival for Emilia Pérez.",gemini-3.8-flash,2026-09-10T00:38:06.870Z
Kristen Stewart,Film and TV,Actresses,true,Kristen Stewart is an American actress known for starring in The Twilight Saga and independent films. She won a César Award for Clouds of Sils Maria and earned an Academy Award nomination for Spencer.,gemini-3.8-flash,2026-09-10T00:38:06.870Z
Elizabeth Olsen,Film and TV,Actresses,true,Elizabeth Olsen is an American actress known for playing Wanda Maximoff in the Marvel Cinematic Universe and the miniseries WandaVision. Her television work has earned her Primetime Emmy and Golden Globe Award nominations.,gemini-3.8-flash,2026-09-10T00:38:06.871Z
Zoë Kravitz,Film and TV,Actresses,true,Zoë Kravitz is an American actress and filmmaker known for her roles in Big Little Lies and as Catwoman in The Batman. She also directed the feature film Blink Twice.,gemini-3.8-flash,2026-09-10T00:38:06.871Z
Elle Fanning,Film and TV,Actresses,true,Elle Fanning is an American actress known for roles in films such as Super 8 and Maleficent. Her portrayal of Catherine the Great in the series The Great earned her a Primetime Emmy Award nomination.,gemini-3.8-flash,2026-09-10T00:38:06.872Z
Sadie Sink,Film and TV,Actresses,true,"Sadie Sink is an American actress known for playing Max Mayfield in the series Stranger Things. She has also performed on Broadway and starred in the drama film The Whale, receiving a Critics' Choice Movie Award nomination.",gemini-3.8-flash,2026-09-10T00:38:06.873Z
Margaret Qualley,Film and TV,Actresses,true,Margaret Qualley is an American actress known for her roles in the film Once Upon a Time in Hollywood and the miniseries Maid. Her television performances have earned her Primetime Emmy Award nominations.,gemini-3.8-flash,2026-09-10T00:38:06.874Z
Ayo Edebiri,Film and TV,Actresses,true,"Ayo Edebiri is an American actress, comedian, and writer known for starring as Sydney Adamu in the series The Bear. She has won a Primetime Emmy Award and a Golden Globe Award for her performance.",gemini-3.8-flash,2026-09-10T00:38:06.874Z
Bella Ramsey,Film and TV,Actresses,true,Bella Ramsey is an English actor known for roles in Game of Thrones and starring as Ellie in The Last of Us. That performance earned nominations for Primetime Emmy and Golden Globe Awards.,gemini-3.8-flash,2026-09-10T00:38:06.875Z
Rachel Zegler,Film and TV,Actresses,true,Rachel Zegler is an American actress and singer known for playing María in West Side Story and starring in The Hunger Games: The Ballad of Songbirds & Snakes. She won a Golden Globe Award for West Side Story.,gemini-3.8-flash,2026-09-10T00:38:06.875Z
Emma Myers,Film and TV,Actresses,true,"Emma Myers is an American actress known for playing Enid Sinclair in the series Wednesday. She also works as a television lead, starring in the mystery series A Good Girl's Guide to Murder.",gemini-3.8-flash,2026-09-10T00:38:06.876Z
Hunter Schafer,Film and TV,Actresses,true,"Hunter Schafer is an American actress and model known for playing Jules Vaughn in the series Euphoria. She has also appeared in feature films, including The Hunger Games: The Ballad of Songbirds & Snakes and Cuckoo.",gemini-3.8-flash,2026-09-10T00:38:06.877Z
Maya Hawke,Film and TV,Actresses,true,"Maya Hawke is an American actress and singer-songwriter known for playing Robin Buckley in the series Stranger Things. She works in feature films, including appearances in Asteroid City and voice work in Inside Out 2.",gemini-3.8-flash,2026-09-10T00:38:06.877Z
Mia Goth,Film and TV,Actresses,true,"Mia Goth is an English actress known for starring in horror films, including Ti West's trilogy of X, Pearl, and MaXXXine. Her performance in Pearl earned her an Independent Spirit Award nomination.",gemini-3.8-flash,2026-09-10T00:38:06.878Z
